"1;""asfault_roads/beamng_risk_1.5/test_unsafe_3221.json.geometry.json.interactive_plot.json"";""3"";""tag-for-sector-0=[smoothness[3]",complexity[2],orientation[2]];tag-for-sector-1=[smoothness[4],complexity[1],orientation[1]];tag-for-sector-2=[smoothness[4],complexity[1],orientation[1]];tag-for-sector-3=[smoothness[4],complexity[2],"orientation[1]];"""
"2;""asfault_roads/beamng_risk_1.5/test_unsafe_4072.json.geometry.json.interactive_plot.json"";""1"";""tag-for-sector-0=[smoothness[0]",complexity[5],orientation[4]];tag-for-sector-1=[smoothness[0],complexity[5],orientation[4]];tag-for-sector-2=[smoothness[2],complexity[3],"orientation[3]];""",,
"3;""asfault_roads/driver_ai/test_1505.json.geometry.json.interactive_plot.json"";""2"";""tag-for-sector-0=[smoothness[4]",complexity[4],orientation[1]];tag-for-sector-1=[smoothness[1],complexity[3],orientation[4]];tag-for-sector-2=[smoothness[4],complexity[1],orientation[3]];tag-for-sector-3=[smoothness[1],complexity[2],"orientation[1]];"""
"4;""asfault_roads/beamng_risk_1.5/test_unsafe_696.json.geometry.json.interactive_plot.json"";""2"";""tag-for-sector-0=[smoothness[4]",complexity[1],orientation[1]];tag-for-sector-1=[smoothness[2],complexity[2],orientation[2]];tag-for-sector-2=[smoothness[3],complexity[2],orientation[3]];tag-for-sector-3=[smoothness[2],complexity[1],"orientation[1]];"""
"5;""asfault_roads/beamng_risk_1.5/test_unsafe_5633.json.geometry.json.interactive_plot.json"";""4"";""tag-for-sector-0=[smoothness[4]",complexity[2],orientation[2]];tag-for-sector-1=[smoothness[5],complexity[2],orientation[2]];tag-for-sector-2=[smoothness[1],complexity[3],orientation[1]];tag-for-sector-3=[smoothness[2],complexity[3],"orientation[3]];"""
"6;""asfault_roads/beamng_risk_2/run1/test_0981.json.geometry.json.interactive_plot.json"";""2"";""tag-for-sector-0=[smoothness[2]",complexity[1],orientation[2]];tag-for-sector-1=[smoothness[5],complexity[0],orientation[1]];tag-for-sector-2=[smoothness[3],complexity[1],orientation[1]];tag-for-sector-3=[smoothness[4],complexity[1],"orientation[1]];"""
"7;""asfault_roads/beamng_risk_1.5/test_unsafe_5248.json.geometry.json.interactive_plot.json"";""3"";""tag-for-sector-0=[smoothness[4]",complexity[2],orientation[1]];tag-for-sector-1=[smoothness[1],complexity[3],orientation[3]];tag-for-sector-2=[smoothness[5],complexity[1],orientation[1]];tag-for-sector-3=[smoothness[0],complexity[2],"orientation[2]];"""
"8;""asfault_roads/driver_ai/test_5448.json.geometry.json.interactive_plot.json"";""4"";""tag-for-sector-0=[smoothness[2]",complexity[5],orientation[4]];tag-for-sector-1=[smoothness[3],complexity[2],orientation[4]];tag-for-sector-2=[smoothness[4],complexity[3],"orientation[3]];""",,
"9;""asfault_roads/beamng_risk_1.5/test_unsafe_2111.json.geometry.json.interactive_plot.json"";""4"";""tag-for-sector-0=[smoothness[2]",complexity[3],orientation[2]];tag-for-sector-1=[smoothness[4],complexity[2],orientation[1]];tag-for-sector-2=[smoothness[1],complexity[3],orientation[2]];tag-for-sector-3=[smoothness[0],complexity[5],"orientation[2]];"""
"10;""asfault_roads/driver_ai/test_183.json.geometry.json.interactive_plot.json"";""2"";""tag-for-sector-0=[smoothness[1]",complexity[3],orientation[2]];tag-for-sector-1=[smoothness[0],complexity[2],orientation[2]];tag-for-sector-2=[smoothness[1],complexity[3],orientation[2]];tag-for-sector-3=[smoothness[2],complexity[2],"orientation[3]];"""
